Albert,Avram,ALBAVR001,76zMljJfBC,Prof.,South African citizen,South Africa,892-16-8018,783661000000000000,White,Laurel@iaculis.edu,-1739,47277 West Augusta Ln.,Albania,Masters by Coursework and Dissertation (MSc by C+D),Huazhong University of Science and Technology,China,1,NQF 7 - Honours Degree (HET),35,Sed nostra pharetra sapien auctor massa Curae mattis aliquet nibh ullamcorper Donec facilisi sapien Vestibulum pellentesque porttitor nostra Maecenas euismod ridiculus blandit posuere leo hendrerit pulvinar volutpat ullamcorper Quisque facilisi bibendum sociosqu porta venenatis cubilia auctor lacus sodales magna Vivamus orci quam egestas aliquet auctor imperdiet aliquet Lorem felis Donec hymenaeos mi gravida sit dignissim Maecenas Phasellus bibendum nonummy facilisi turpis pellentesque egestas egestas sodales convallis ultricies interdum Nam In placerat aliquet dapibus Donec lacinia venenatis varius eleifend porttitor adipiscing Proin eleifend commodo egestas erat varius urna nostra sodales Sed mi Duis justo penatibus condimentum at laoreet hendrerit vulputate ad,3,93,43,64,6776298,Masters in Information Technology (MIT) ,Admitted,Applicant reconsider programme of study, , 
Snider,Nina,SNININ001,BmT,Mrs.,South African permanent resident,South Africa,789-80-1377,333576000000000000,White,Clarke@iaculis.gov,-2302,97015 North Tuvalu Ln.,South Africa,Masters by Coursework and Dissertation (MSc by C+D),University of the Witwatersrand,South Africa,1,NQF 1 - Grade 4-9 (GET),42,velit Etiam varius ante nunc Aliquam felis blandit Mauris sodales accumsan montes pede faucibus Proin pulvinar vestibulum rutrum pretium dictum Morbi in est ultrices mi in dapibus turpis lorem justo justo netus consequat facilisis Maecenas Integer eros Nullam congue sodales id pellentesque tortor Nam inceptos ornare libero Cras sit pulvinar posuere ipsum Nam facilisis Duis semper consectetuer aliquet Vestibulum hymenaeos est fames Morbi imperdiet luctus mi quis dolor aliquam lectus vehicula habitant quis sodales Maecenas hendrerit convallis parturient nec sodales feugiat Duis ultrices dignissim tempor Mauris tempus conubia malesuada libero consectetuer eros primis luctus montes non blandit conubia sollicitudin tellus,1,46,22,33,3059955,Masters in Information Technology (MIT) ,Deffered,Firm Offer Made, , 
Irwin,Aaron,IRWAAR001,pJsfFCyjKkTon,Rev.,South African citizen,South Africa,232-20-2942,516239000000000000,Asian,Zephr@neque.org,-2256,80162 South Anguilla Blvd.,Austria,Honours in Computer Science (full-time),École Polytechnique Fédérale de Lausanne,Switzerland,1,NQF 6 - Bachelors Degree (3 Years) (HET),6,Nullam bibendum tristique inceptos venenatis ante vel netus ullamcorper imperdiet mauris metus ultrices faucibus felis elementum inceptos ad Vivamus vulputate penatibus venenatis Etiam cubilia Maecenas orci commodo libero nulla semper vulputate sociis posuere molestie varius dui adipiscing nisl vehicula pharetra dolor at nulla faucibus non Pellentesque ultrices mollis torquent a massa orci in mus tortor a elementum taciti commodo vestibulum Fusce accumsan pellentesque rutrum Lorem vel conubia sapien scelerisque netus tempor ullamcorper sed quis lorem malesuada torquent ridiculus congue Phasellus ac fermentum nisl luctus Etiam quis hendrerit ornare quam torquent pellentesque semper commodo aptent suscipit commodo In Phasellus primis lectus,2,91,81,87,5053219,PhD in Information Systems,Deffered,On condition of school-leaving results, , 
Wilson,Honorato,WILHON001,0nOO,Prof.,South African citizen,South Africa,921-24-2245,571408000000000000,African,Yvonne@pulvinar.edu,-1037,87152 North Algeria Ct.,Spain,Masters by Coursework and Dissertation (MSc by C+D),École Polytechnique Fédérale de Lausanne,Switzerland,5,NQF 5 - Occupational Certificate (HET),5,erat taciti dis fringilla sem bibendum sodales in placerat tellus in purus gravida Duis vulputate sociosqu lacinia eu Praesent lorem non auctor mollis tellus augue mollis purus magna congue lacinia Nunc Suspendisse parturient nostra Proin mauris dolor morbi Class penatibus blandit Nulla vehicula Nunc ullamcorper rhoncus nunc risus feugiat cursus leo mollis Curabitur libero id hendrerit conubia taciti ultrices tempor Curabitur nostra lobortis Vestibulum lectus conubia orci faucibus commodo a nascetur sagittis rutrum facilisis nascetur adipiscing nonummy turpis senectus Class odio torquent volutpat nisl Etiam eget sapien porttitor adipiscing Maecenas accumsan Sed urna Etiam sociosqu laoreet libero mus Cras interdum,3,57,69,39,5460574,PhD in Computer Science,Withdrawn,Faculty Office withdraws application due to fraudalent information, , 
Sargent,Jin,SARJIN001,4FVX1PgrnPDPYF7GWd,Prof.,South African citizen,South Africa,153-71-3220,198010000000000000,Asian,Benjamin@ante.net,-1557,31570 East Australia Ave.,Vietnam,Honours in Information Systems (full-time),Università degli Studi di Milano-Bicocca,Italy,4,NQF 6 - Higher Diploma (HET),25,ridiculus nec dis Proin dui risus massa molestie bibendum ultricies elementum risus Nulla pulvinar ipsum Duis fermentum natoque Curae per Quisque quis nostra consequat tristique aptent nunc Class sodales mauris montes tempus sagittis vulputate non faucibus in Phasellus nulla euismod vel magna dignissim consequat volutpat odio iaculis fringilla Nunc nec et Quisque congue sodales Vivamus Ut nostra netus Donec Curabitur pellentesque Fusce Etiam vel ipsum massa per mus Vivamus purus quis Ut quam taciti Cum Ut sem odio nunc facilisi amet laoreet interdum hendrerit dignissim fames volutpat convallis eleifend Phasellus penatibus neque accumsan litora consectetuer Nunc per a ut Donec,1,11,55,28,1010509,Master of Commerce in Information Systems,Offer Rejected,Application denied due to inappropriate supervisor, , 
Lawrence,Ferris,LAWFER001,jIDXSsfgoAyV1Ae,Mrs.,International,Central African Republic (CAR),186-05-1175,352056000000000000,Coloured,Kuame@nostra.us,-1629,72426 South Gambia St.,American Samoa,Honours in Information Systems (full-time),Università degli Studi di Milano-Bicocca,Italy,1,NGF 4 - Trade Certificate (FET),16,turpis nostra semper libero sagittis Quisque adipiscing elementum dapibus dapibus iaculis ut magna velit metus ullamcorper Cum placerat eget sagittis Curabitur diam ridiculus penatibus aliquet mi posuere eleifend ultricies orci metus leo elementum rhoncus Cum Mauris ligula diam interdum accumsan adipiscing Donec pede tempus adipiscing ultrices sit molestie Nam elit Maecenas velit Vestibulum facilisis nunc magnis aliquam ullamcorper senectus dictum habitant Nullam imperdiet litora hendrerit interdum placerat Praesent mauris nunc at eros varius suscipit elit condimentum justo interdum auctor nulla faucibus pharetra erat augue taciti vulputate pellentesque sociis aliquam gravida lobortis malesuada lacinia vitae porttitor nibh eleifend nunc lacinia hendrerit,3,85,35,63,7361672,PhD in Information Systems,Conditionally Admitted,Waiting for English Proficiency Results, , 
May,Hiram,MAYHIR001,MnanScq1sSua6FpX2n,Prof.,South African citizen,South Africa,608-86-2226,243049000000000000,Asian,Francesca@tortor.gov,-1582,52124  Lithuania Blvd.,Poland,Honours in Information Systems (full-time),University of the Western Cape,South Africa,1,Unknown,12,massa magnis a adipiscing nibh tortor arcu aliquet magna Phasellus feugiat dis odio sagittis sem lorem varius sit sem ultricies pulvinar lorem porta sociosqu neque nulla magnis pharetra mauris consectetuer eleifend orci Ut ligula rutrum feugiat Vivamus facilisi diam montes porttitor nulla ante lorem malesuada odio In vestibulum commodo Suspendisse hymenaeos porttitor cursus orci imperdiet Fusce euismod magna dis dis sagittis Cum ad Nam taciti consequat taciti vehicula neque facilisis felis diam porttitor vel Sed Vestibulum gravida id mi orci mollis pharetra elit enim Donec purus venenatis aliquet Integer pede quis turpis Class posuere Morbi Duis Donec Cras Cras sollicitudin,1,55,33,13,4793842,Other,Firm Offer Deferred,Faculty Office withdraws application due to never registered, , 
Gross,Sonia,GROSON001,YgG,Mrs.,South African citizen,South Africa,103-43-6322,829562000000000000,African,Pamela@eu.edu,-1997,27830  Mozambique Ct.,Dominican Republic,Master of Commerce in Information Systems,University of Southern California,United States,6,NQF 6 - Higher Diploma (HET),21,nulla Sed sem neque non Fusce mattis senectus senectus nonummy blandit mus tortor Nullam posuere inceptos Donec ac nisi dapibus interdum sem Morbi justo ut egestas Sed lobortis eleifend imperdiet magnis Sed cubilia condimentum consectetuer arcu Cum taciti nibh porttitor eleifend ligula mus amet nascetur natoque nostra placerat Curae Curae sapien hymenaeos lacinia sociis Nunc Ut justo tellus nibh lectus faucibus sit feugiat rhoncus eget semper lacus orci Maecenas blandit fringilla interdum ultricies congue erat congue nisl mollis libero neque Curae vestibulum purus sociis a sociosqu per Nunc velit facilisi suscipit morbi Lorem Class Nulla per Nullam est mus nascetur,2,26,41,13,4796959,Honours in Computer Science (full-time),Offer Accepted,Application denied due to competition, , 
Hall,Finn,HALFIN001,W85q8afuBxKQjbXteO0Sd,Prof.,South African permanent resident,South Africa,625-44-4063,624327000000000000,Asian,Calista@primis.gov,-1549,65255 South Cheyenne St.,South Africa,Master of Commerce in Information Systems,Xiamen University,China,2,NQF 5 - National Certificate National Diploma (HET),36,egestas Aliquam mauris tempor eget habitant montes scelerisque Donec Cras volutpat suscipit non Aenean litora Nullam ad porttitor venenatis Pellentesque dis Duis taciti nisi nonummy dapibus pellentesque sed purus dis pretium viverra auctor velit massa Cum Proin magnis iaculis pretium aptent inceptos Nunc dignissim scelerisque litora iaculis ornare viverra Phasellus conubia Nam dui ultrices tellus sagittis pharetra aliquam diam sed sociis porttitor placerat nisl suscipit pulvinar sollicitudin Phasellus augue tellus luctus fringilla dis taciti laoreet diam nascetur congue per luctus ullamcorper dolor euismod tempor ultricies Curabitur dapibus mollis condimentum morbi sociosqu at ut semper suscipit habitant Duis ut Cum suscipit,3,29,72,63,9747995,Masters by Coursework and Dissertation (MSc by C+D),Denied,Faculty Office withdraws application due to fraudalent information, , 
Osborn,Clark,OSBCLA001,UQlioX2ufUqo,Prof.,South African citizen,South Africa,418-10-9751,889280000000000000,White,Shelly@molestie.net,-2198,90823 South Murray Blvd.,Laos / Lao People's Democratic Republic,PhD in Information Systems,University of Cape Town,South Africa,6,NQF 8 - Masters (HET),6,Mauris magnis Duis inceptos a Proin tempor nisi amet Class sodales adipiscing mattis bibendum ut sodales eleifend pellentesque Sed luctus morbi conubia torquent hendrerit Donec tempus massa elit nascetur adipiscing Phasellus orci Nullam ac ligula consequat tincidunt Lorem magna enim elementum sociis pellentesque ridiculus semper turpis imperdiet sit mi facilisi molestie purus vel vestibulum pretium mollis egestas Nunc interdum tortor Cum facilisis rutrum litora aliquam mus scelerisque pharetra neque Cum inceptos litora ante elementum sollicitudin nonummy et eleifend Phasellus venenatis per Duis Nunc pretium justo ridiculus justo facilisis lectus Lorem pharetra habitant tellus blandit Curabitur Etiam sit a Aliquam porta,3,30,8,80,8244132,Honours in Information Systems (full-time),Admitted,Applicant reconsider programme of study, , 
Pierce,Ayanna,PIEAYA001,H2PuRoB77P54iCblrlmXpOL5s,Prof.,International,Guam,731-29-6869,417118000000000000,Asian,Sawyer@Suspendisse.org,-1545,97921 North Hermosa Beach Ave.,Eritrea,PhD in Information Systems,Institut de hautes études internationales et du développement,Switzerland,1,Unknown,20,aliquet natoque porttitor ridiculus Morbi varius adipiscing mus ultrices augue vel Maecenas pretium sapien eleifend volutpat fermentum senectus Nullam vel tincidunt consectetuer sapien volutpat consequat adipiscing tristique magnis Morbi torquent pede urna Suspendisse ac Aenean nascetur Etiam litora sodales nonummy feugiat tincidunt congue velit montes mus pede Sed natoque dapibus sollicitudin pellentesque sit nisl id eleifend eget pharetra per velit cubilia leo tristique sem sociis gravida accumsan porta nascetur vitae volutpat Class Phasellus nulla ullamcorper cubilia Fusce primis lectus semper Praesent hendrerit malesuada Nullam lacinia nostra Donec enim ultricies pede mi aliquet eu lobortis sem diam libero Vestibulum elementum id,1,5,98,23,8693897,Honours in Computer Science (full-time),Conditional Admittance Revoked,Firm Offer Made, , 
Barber,Simon,A000002,CMrHgFZ,Prof.,South African permanent resident,South Africa,538-96-0945,253105000000000000,African,Ciaran@molestie.gov,-1330,32827 North Derby Ct.,South Africa,PhD in Information Systems,University of Cape Town,South Africa,1,NQF 8 - Doctorate (HET),4,rutrum Aenean nascetur vitae quam nostra tellus nascetur ante lectus Nam aliquet Pellentesque ante Curabitur amet tortor magna facilisi diam ligula fermentum a conubia tortor facilisis posuere libero nisi porttitor a viverra ultrices ullamcorper semper non litora mus ultricies sociosqu dapibus consequat sapien congue Nunc libero mi ultrices ultricies Cras Vestibulum arcu aliquam purus iaculis erat sem fames malesuada dui turpis justo placerat Phasellus commodo mollis gravida lectus torquent viverra mattis in Maecenas ullamcorper penatibus pellentesque senectus dis semper sollicitudin interdum magna eros consequat fermentum felis tristique tortor nonummy lorem senectus felis ultrices fames Praesent lorem Pellentesque tortor quis natoque,3,39,47,76,7114929,Master of Commerce in Information Systems,On Waiting List,Application denied due to late application, , 
Wagner,Kelly,WAGKEL001,F23xPTV,Miss.,International,South Sudan,778-46-6008,131283000000000000,White,Jasper@ligula.net,-1478,91757 North Greenville Ave.,Togo,Honours in Information Systems (full-time),Newcastle University,United Kingdom,2,NQF 7 - Post Graduate Certificate (HET),47,taciti litora vehicula posuere vestibulum aliquet mi nascetur venenatis turpis at sagittis per molestie sit auctor netus elit mi volutpat justo Vivamus hymenaeos non nonummy massa rhoncus Fusce eleifend Nunc lacus Praesent mauris posuere aliquam euismod suscipit nibh porta Phasellus taciti sapien suscipit facilisi pretium Maecenas Praesent Pellentesque hendrerit fermentum dolor senectus mollis volutpat sodales rhoncus bibendum Cum vel lobortis lacinia nostra Aenean Fusce Praesent leo consectetuer placerat metus aliquet taciti justo egestas Curae Aenean posuere cursus sociis Pellentesque netus malesuada magnis dis gravida ligula In rutrum enim consequat ut elit nascetur nisi ac Proin feugiat bibendum quis rhoncus congue,2,83,81,39,5589986,Honours in Management Information Systems (part-time),Denied,Application denied due to competition, , 
Weber,Chancellor,WEBCHA001,LRvs,Dr.,South African permanent resident,South Africa,504-91-4896,803848000000000000,White,Octavia@tincidunt.us,-1342,85463 East Canandaigua Blvd.,South Africa,Honours in Information Systems (full-time),University of Cape Town,South Africa,3,NQF 8 - Masters (HET),22,non Ut eget placerat fringilla arcu Fusce blandit facilisis gravida inceptos eleifend laoreet ullamcorper nunc sed nec nunc blandit ad litora mus auctor tincidunt porta vel tellus ut dignissim placerat nisl conubia primis ridiculus lobortis arcu malesuada conubia inceptos mauris vel malesuada imperdiet pede ornare Sed Integer Aenean pharetra arcu facilisis commodo Curae commodo augue tempus Donec arcu gravida Maecenas fames Sed dolor turpis commodo varius sodales quis feugiat mauris volutpat neque aliquet mattis dignissim mattis per habitant Pellentesque Morbi velit Mauris consectetuer Quisque hendrerit habitant ut viverra neque suscipit lectus lectus varius ornare Lorem pulvinar Lorem consequat Phasellus convallis,1,50,2,45,8330511,PhD in Information Systems,Deffered,Application denied due to late application, , 
Suarez,Benedict,SUABEN001,qcIfTmFyAt,Miss.,International,Heard Island and McDonald Islands,136-17-0255,122399000000000000,Indian,Hammett@dapibus.edu,-1910,17179 West Egypt Way,Uruguay,PhD in Information Systems,The University of Manchester,United Kingdom,3,NQF 3 - Grade 11 (FET),33,Lorem consequat rutrum Vivamus dignissim per aliquet est aliquam nisi volutpat molestie vehicula semper pharetra lacinia ullamcorper Sed ultrices ligula eleifend Quisque aliquet sociis Nullam metus pellentesque sodales condimentum vitae eleifend vel euismod dictum vehicula eros sollicitudin magna mus eleifend eros posuere sodales ad nonummy Ut viverra Sed Maecenas quis Vivamus consectetuer tellus volutpat sociosqu Pellentesque volutpat Nullam ac molestie fames ligula laoreet vitae Pellentesque natoque cubilia ante cubilia consectetuer pede facilisi auctor commodo mauris congue ut Nulla vestibulum Maecenas sollicitudin nec Sed eget lacus Mauris senectus vehicula porttitor quis condimentum leo congue tincidunt viverra massa Praesent Nullam facilisis mattis,3,61,42,33,4471546,PhD in Computer Science,Admitted,Applicant withdraws application, , 
Malone,Iona,MALION001,8SNJVasiyi,Mrs.,International,Central African Republic (CAR),585-15-8100,119332000000000000,Coloured,Carly@Maecenas.us,-1551,94170 East Guthrie St.,Slovakia,Masters by Dissertation (MSc by D),Université de Genève,Switzerland,2,NQF 7 - Post Graduate Certificate (HET),24,turpis metus Lorem nostra Integer porta volutpat est fames magna dolor Cras magna dolor orci Aliquam commodo Quisque scelerisque Maecenas tortor consectetuer id Cum lobortis a pede quis molestie rhoncus ullamcorper eget sociosqu vel elit vestibulum adipiscing viverra metus nibh Nulla ultricies sapien dui quam augue Cum gravida justo tincidunt morbi mattis Sed vulputate lorem In lacus nec adipiscing netus lorem varius Cum tellus facilisis malesuada ullamcorper Praesent magna varius rutrum mus Vestibulum ridiculus Phasellus dis penatibus Integer torquent magnis vulputate erat nec condimentum ullamcorper fermentum diam molestie euismod congue mattis montes luctus eros convallis magna tristique arcu habitant dis,1,97,2,41,7360784,Masters by Coursework and Dissertation (MSc by C+D),Applied,On condition of cetified transcript, , 
Watkins,Heidi,WATHEI001,4fHKf4,Miss.,South African citizen,South Africa,708-88-7333,803629000000000000,African,Macaulay@tortor.org,-1946,47222  Dickinson Ct.,South Africa,Masters by Dissertation (MSc by D),University of Limpopo,South Africa,1,NQF 6 - Higher Diploma (HET),16,eros porttitor eleifend Quisque convallis senectus scelerisque pede nisl ligula eros Praesent vestibulum eleifend blandit suscipit montes pretium Lorem penatibus tempus egestas magnis Cras vel Curae ridiculus nibh erat ornare nostra volutpat sit risus Donec vitae litora montes rutrum conubia consequat dui Proin quam ultricies magnis montes ac dui ut a cubilia Pellentesque euismod eget purus feugiat Ut rhoncus Vivamus iaculis elit posuere torquent suscipit inceptos tristique fames nibh lacinia mattis aptent facilisis Maecenas vestibulum Curabitur sociis Nulla velit elit quam placerat accumsan nostra mattis massa dui mi lorem Etiam cubilia commodo dui placerat dapibus felis lobortis lacinia tempus augue,1,37,17,18,7968272,Master of Commerce in Information Systems,Applied,Conditional Offer withdrawn as admission conditions not met, , 
